session,depth,label,time,turn,step,tool,ioClass,nPaths,firstPath,allPaths
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328021205,1,3,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328038302,1,4,subagent,delegation,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328038303,1,4,subagent,delegation,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328038304,1,4,subagent,delegation,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328038304,1,4,subagent,delegation,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328042173,1,5,bash,shared_read,4,amplification/research/b6-uk-act-campaign.txt,amplification/research/b6-uk-act-campaign.txt;amplification/research/b6-uk-ctp-act.txt;amplification/research/b6-uk-govuk-report-terrorism.txt;amplification/research/b6-uk-btp-sis.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328043002,1,5,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328046388,1,6,bash,shared_read,3,amplification/research/b6-uk-act-campaign.txt,amplification/research/b6-uk-act-campaign.txt;amplification/research/b6-uk-ctp-act.txt;amplification/research/b6-uk-govuk-report-terrorism.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328046411,1,6,bash,shared_read,2,amplification/research/b6-nl-nctv-drones.txt,amplification/research/b6-nl-nctv-drones.txt;amplification/research/b6-nl-politie-drones.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328051463,1,7,bash,shared_read,2,amplification/research/b6-nl-nctv-drones.txt,amplification/research/b6-nl-nctv-drones.txt;amplification/research/b6-nl-politie-drones.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328051494,1,7,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328056590,1,8,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328058115,1,8,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328062273,1,9,bash,shared_read,3,amplification/research/b6-uk-act-spotting-the-signs-of-terrorism.txt,amplification/research/b6-uk-act-spotting-the-signs-of-terrorism.txt;amplification/research/b6-uk-act-what-happens-next.txt;amplification/research/b6-uk-act-reports-save-lives.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328062301,1,9,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328068803,1,10,bash,shared_rw,1,amplification/research/b6-uk-sis-2025-press-release.txt,amplification/research/b6-uk-sis-2025-press-release.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328069107,1,10,bash,shared_read,1,amplification/research/b6-nl-rijksoverheid-drone.txt,amplification/research/b6-nl-rijksoverheid-drone.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328071736,1,11,bash,shared_read,2,amplification/research/b6-uk-sis-2025-press-release.txt,amplification/research/b6-uk-sis-2025-press-release.txt;amplification/research/b6-nl-rijksoverheid-drone.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328074518,1,12,bash,shared_rw,1,amplification/research/b6-uk-sis-2025-press-release.txt,amplification/research/b6-uk-sis-2025-press-release.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328074542,1,12,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328080824,1,13,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328082060,1,13,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328099166,1,14,bash,shared_read,4,amplification/research/b6-us-dhs-ssss-main.txt,amplification/research/b6-us-dhs-ssss-main.txt;amplification/research/b6-us-dhs-ssss-about.txt;amplification/research/b7-us-faa-uas-sightings.txt;amplification/research/b6-us-faa-uas.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328100130,1,14,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328103092,1,15,bash,shared_read,1,amplification/research/b6-us-dhs-ssss-main.txt,amplification/research/b6-us-dhs-ssss-main.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328103115,1,15,bash,shared_read,2,amplification/research/b6-us-dhs-ssss-about.txt,amplification/research/b6-us-dhs-ssss-about.txt;amplification/research/b7-us-faa-uas-sightings.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328109819,1,16,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328110064,1,16,bash,shared_read,3,amplification/research/b6-us-dhs-recognize.txt,amplification/research/b6-us-dhs-recognize.txt;amplification/research/b6-us-dhs-report.txt;amplification/research/b6-us-dhs-nsi.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328124487,1,17,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328127103,1,17,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328131193,1,18,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328131337,1,18,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328136180,1,19,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328136251,1,19,bash,shared_read,4,amplification/research/b6-us-dhs-recognize-signs.txt,amplification/research/b6-us-dhs-recognize-signs.txt;amplification/research/b6-us-dhs-how-to-report.txt;amplification/research/b6-us-dhs-welcome.txt;amplification/research/b6-us-dhs-nj-reporting.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328145408,1,20,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328145548,1,20,bash,shared_read,2,amplification/research/b6-us-dhs-recognize-signs.txt,amplification/research/b6-us-dhs-recognize-signs.txt;amplification/research/b6-us-dhs-how-to-report.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328149865,1,21,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328150420,1,21,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328155310,1,22,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328155673,1,22,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328161291,1,23,web_fetch,external_fetch,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328161370,1,23,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328164303,1,24,bash,shared_read,2,tools/news.sh,tools/news.sh;tools/get.sh
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328164334,1,24,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328171225,1,25,bash,shared_read,1,amplification/research/b7-us-joint-statement-dec2024.txt,amplification/research/b7-us-joint-statement-dec2024.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328171352,1,25,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328180618,1,26,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328181057,1,26,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328190159,1,27,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328197554,1,27,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328208413,1,28,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328211580,1,28,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328218269,1,29,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328218809,1,29,bash,shared_read,2,amplification/research/b6-de-dfs-drones-at-airports-en.txt,amplification/research/b6-de-dfs-drones-at-airports-en.txt;amplification/research/b6-de-dfs-drohnenflug.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328222042,1,30,bash,shared_read,2,amplification/research/b6-de-dfs-drohnenflug.txt,amplification/research/b6-de-dfs-drohnenflug.txt;amplification/research/b6-de-dfs-drones-at-airports-en.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328222063,1,30,bash,shared_read,1,amplification/research/b6-de-dfs-2021-drones-problem.txt,amplification/research/b6-de-dfs-2021-drones-problem.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328225555,1,31,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328225999,1,31,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328230456,1,32,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328230657,1,32,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328234700,1,33,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328234750,1,33,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328239986,1,34,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328243778,1,34,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328247537,1,35,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328247627,1,35,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328251964,1,36,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328252508,1,36,bash,shared_read,2,amplification/research/b6-eu-easa-drones-safetypromo.txt,amplification/research/b6-eu-easa-drones-safetypromo.txt;amplification/research/b6-eu-easa-civil-drones.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328256202,1,37,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328263004,1,37,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328270461,1,38,web_fetch,external_fetch,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328270462,1,38,web_fetch,external_fetch,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328270643,1,38,bash,shared_read,1,amplification/research/b6-eu-eurocontrol-airports-drones.txt,amplification/research/b6-eu-eurocontrol-airports-drones.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328274922,1,39,web_fetch,external_fetch,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328275173,1,39,bash,shared_rw,1,amplification/research/b6-eu-eurocontrol-airports-drones.txt,amplification/research/b6-eu-eurocontrol-airports-drones.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328280079,1,40,bash,shared_read,1,amplification/research/b6-de-bundespolizei-drohnen.txt,amplification/research/b6-de-bundespolizei-drohnen.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328280377,1,40,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328284515,1,41,bash,shared_rw,1,amplification/research/b6-de-bundespolizei-drohnen.txt,amplification/research/b6-de-bundespolizei-drohnen.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328284883,1,41,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328289427,1,42,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328289827,1,42,bash,shared_read,1,amplification/research/b6-de-bundespolizei-drohnen.txt,amplification/research/b6-de-bundespolizei-drohnen.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328295783,1,43,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328296320,1,43,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328302519,1,44,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328303254,1,44,bash,shared_rw,1,amplification/research/b7-us-cato-bsa-reports.txt,amplification/research/b7-us-cato-bsa-reports.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328309752,1,45,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328310321,1,45,bash,shared_rw,1,amplification/research/b7-us-chicago-sar-mee.txt,amplification/research/b7-us-chicago-sar-mee.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328321542,1,46,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328333451,1,46,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328340571,1,47,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328341397,1,47,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328347272,1,48,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328350056,1,48,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328358897,1,49,bash,shared_rw,1,amplification/research/b7-dk-copenhagen-investigation.txt,amplification/research/b7-dk-copenhagen-investigation.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328359131,1,49,bash,shared_rw,1,amplification/research/b7-us-dronelife-faa-q2-2026.txt,amplification/research/b7-us-dronelife-faa-q2-2026.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328365178,1,50,bash,shared_rw,1,amplification/research/b7-us-chicago-sar-2022.txt,amplification/research/b7-us-chicago-sar-2022.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328367494,1,50,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328376532,1,51,bash,shared_read,1,amplification/research/b7-us-chicago-sar-2022.txt,amplification/research/b7-us-chicago-sar-2022.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328376569,1,51,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328383980,1,52,bash,shared_rw,1,amplification/research/b7-us-aaan-cerp.txt,amplification/research/b7-us-aaan-cerp.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328389972,1,53,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328390192,1,53,bash,shared_read,1,amplification/research/b7-us-chicago-sar-2022.txt,amplification/research/b7-us-chicago-sar-2022.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328394755,1,54,bash,shared_read,1,amplification/research/b7-us-chicago-sar-2022.txt,amplification/research/b7-us-chicago-sar-2022.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328394795,1,54,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328400911,1,55,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328403677,1,55,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328472308,1,56,write,shared_write,1,amplification/research/05b-reporting-protocols.md,amplification/research/05b-reporting-protocols.md
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328475201,1,57,bash,shared_read,1,amplification/research/05b-reporting-protocols.md,amplification/research/05b-reporting-protocols.md
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328475227,1,57,present,deliverable,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328480370,1,58,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328480584,1,58,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328486794,1,59,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328487237,1,59,bash,bash_other,0,,
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328492996,1,60,bash,shared_rw,1,amplification/research/b6-uk-nats-drones.txt,amplification/research/b6-uk-nats-drones.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328494852,1,60,bash,shared_rw,1,amplification/research/b6-eu-aci-europe-security.txt,amplification/research/b6-eu-aci-europe-security.txt
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328501188,1,61,edit,shared_write,1,amplification/research/05b-reporting-protocols.md,amplification/research/05b-reporting-protocols.md
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328505747,1,62,edit,shared_write,1,amplification/research/05b-reporting-protocols.md,amplification/research/05b-reporting-protocols.md
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328507975,1,63,bash,shared_rw,1,amplification/research/05b-reporting-protocols.md,amplification/research/05b-reporting-protocols.md
1deec50d-0878-4863-bb81-61106e0e28a5,3,Part B reporting protocols research,1790328520800,1,64,send_message,agent_coordination,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790327977740,1,1,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790327977768,1,1,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790327979995,1,2,bash,shared_read,2,tools/get.sh,tools/get.sh;tools/news.sh
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790327980023,1,2,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790327993359,1,3,todo_write,other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790327993375,1,3,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790327999896,1,3,web_fetch,external_fetch,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790327999896,1,3,web_fetch,external_fetch,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328005144,1,4,bash,shared_rw,7,tools/ddg.sh,tools/ddg.sh;tools/s.sh;tools/web.sh;tools/j.sh;tools/bn.sh;tools/f.py;tools/s.py
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328005176,1,4,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328012091,1,5,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328012109,1,5,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328014761,1,6,bash,shared_read,1,tools/s.py,tools/s.py
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328015036,1,6,bash,shared_read,1,tools/s.py,tools/s.py
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328015275,1,6,job_output,other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328018932,1,7,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328020330,1,7,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328025770,1,8,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328027732,1,8,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328035879,1,9,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328035926,1,9,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328061373,1,10,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328064262,1,10,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328072557,1,11,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328076354,1,11,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328087101,1,12,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328091295,1,13,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328108959,1,14,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328111181,1,14,subagent,delegation,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328111181,1,14,subagent,delegation,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328129749,1,15,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328129802,1,15,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328130857,1,15,subagent,delegation,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328132903,1,16,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328143251,1,17,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328177484,1,17,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328189959,1,18,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328189996,1,18,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328199938,1,19,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328200918,1,19,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328208663,1,20,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328208782,1,20,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328217421,1,21,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328217444,1,21,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328219111,1,21,job_output,other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328222620,1,22,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328222692,1,22,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328232362,1,23,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328232438,1,23,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328238675,1,24,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328238694,1,24,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328279189,1,24,job_output,other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328285321,1,25,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328287377,1,25,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328303184,1,26,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328305009,1,26,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328325607,1,27,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328326295,1,27,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328332505,1,28,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328341342,1,29,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328345251,1,29,bash,bash_other,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328347945,1,29,list_agents,agent_coordination,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328361308,1,30,web_fetch,external_fetch,0,,
1e0ef8e5-13ab-407d-9611-97e58bc5370f,2,Research rumour risk amplification theory,1790328361308,1,30,web_fetch,external_fetch,0,,
