session,depth,turn,step,inputTokens,cacheReadTokens,outputTokens,reasoningTokens,totalTokens,logicalContext,freshInput,reasoningChars,outputChars,nToolCalls
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,34,1285,76800,613,370,78698,78085,1285,1261,96,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,35,197,78592,649,288,79438,78789,197,1173,78,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,36,1294,79360,874,250,81528,80654,1294,828,94,2
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,37,1951,81408,909,390,84268,83359,1951,1435,111,2
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,38,1593,84224,326,140,86143,85817,1593,516,0,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,39,3078,86016,767,309,89861,89094,3078,1228,103,2
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,40,4009,89856,1031,580,94896,93865,4009,2178,92,2
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,41,265,94848,232,69,95345,95113,265,291,0,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,42,1794,95232,635,295,97661,97026,1794,1029,82,2
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,43,2364,97536,751,330,100651,99900,2364,1227,72,2
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,44,137,100608,299,71,101044,100745,137,290,0,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,45,1823,100992,597,207,103412,102815,1823,826,101,2
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,46,3109,103296,804,554,107209,106405,3109,2216,171,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,47,374,107136,542,252,108052,107510,374,1073,0,2
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,48,633,108032,520,297,109185,108665,633,1238,0,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,49,676,109184,627,481,110487,109860,676,1921,0,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,50,292,110464,212,60,110968,110756,292,217,53,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,51,185,110848,579,335,111612,111033,185,1395,0,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,52,970,111488,445,147,112903,112458,970,520,0,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,53,1601,112896,5418,5283,119915,114497,1601,17775,69,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,54,771,119808,160,72,120739,120579,771,267,55,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,55,1913,120704,4827,513,127444,122617,1913,2079,83,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,56,140,127360,366,118,127866,127500,140,481,0,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,57,173,127744,4875,752,132792,127917,173,2338,75,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,58,240,132608,255,38,133103,132848,240,164,0,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,59,156,132992,464,311,133612,133148,156,1199,55,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,60,252,133376,2658,0,136286,133628,252,0,0,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,61,249,136064,303,114,136616,136313,249,423,0,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,62,175,136576,1518,167,138269,136751,175,419,47,2
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,63,139,138240,2800,154,141179,138379,139,544,77,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,64,273,141056,2994,491,144323,141329,273,1658,74,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,65,222,144128,2212,206,146562,144350,222,836,55,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,66,165,146432,1465,222,148062,146597,165,900,0,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,67,249,147840,942,132,149031,148089,249,493,0,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,68,309,148992,249,55,149550,149301,309,244,85,1
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,69,231,149504,1356,0,151091,149735,231,0,82,2
0c0085ae-9b77-4f1a-a065-50ca523039a1,2,1,70,252,150912,486,34,151650,151164,252,146,1589,0
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,1,2641,7936,203,0,10780,10577,2641,0,74,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,2,364,10752,276,23,11392,11116,364,89,95,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,3,823,11392,462,133,12677,12215,823,475,132,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,4,2189,12672,428,82,15289,14861,2189,305,117,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,5,927,15232,443,124,16602,16159,927,483,125,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,6,4994,16512,596,251,22102,21506,4994,1011,113,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,7,548,22016,522,122,23086,22564,548,489,138,3
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,8,1105,23040,681,229,24826,24145,1105,873,59,3
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,9,621,24704,675,222,26000,25325,621,758,95,3
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,10,1162,25984,884,572,28030,27146,1162,2463,62,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,11,413,27904,390,104,28707,28317,413,445,97,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,12,290,28672,629,196,29591,28962,290,817,86,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,13,560,29568,768,256,30896,30128,560,1118,104,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,14,217,30720,889,586,31826,30937,217,2240,0,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,15,455,31744,462,266,32661,32199,455,1088,61,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,16,741,32640,389,135,33770,33381,741,539,87,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,17,669,33664,1208,924,35541,34333,669,3906,84,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,18,763,35456,865,545,37084,36219,763,2229,82,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,19,850,36992,684,200,38526,37842,850,839,112,3
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,20,756,38400,1181,683,40337,39156,756,2795,48,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,21,437,40320,645,286,41402,40757,437,1252,66,1
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,22,518,41344,900,346,42762,41862,518,1423,100,2
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,23,318,42752,5237,1584,48307,43070,318,6011,59,1
0c1ed671-3cc2-4e4b-9068-6dd263c5f1b6,3,1,24,218,48128,973,0,49319,48346,218,0,3471,0
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,1,2844,7936,189,0,10969,10780,2844,0,98,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,2,2401,10880,327,75,13608,13281,2401,343,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,3,1283,13568,504,261,15355,14851,1283,1044,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,4,2023,15232,2927,259,20182,17255,2023,963,106,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,5,258,19968,864,421,21090,20226,258,1537,100,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,6,720,20992,531,297,22243,21712,720,1143,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,7,430,22144,691,203,23265,22574,430,759,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,8,1539,23168,1025,406,25732,24707,1539,1493,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,9,4372,25728,587,192,30687,30100,4372,690,59,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,10,747,30592,488,270,31827,31339,747,1082,71,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,11,5541,31744,205,47,37490,37285,5541,212,62,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,12,6193,37376,215,70,43784,43569,6193,240,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,13,7187,43776,1624,1132,52587,50963,7187,4049,54,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,14,563,52480,811,464,53854,53043,563,1673,86,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,15,1311,53760,718,405,55789,55071,1311,1560,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,16,2254,55680,922,536,58856,57934,2254,2178,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,17,890,58752,639,218,60281,59642,890,866,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,18,364,60160,766,233,61290,60524,364,778,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,19,552,61184,260,81,61996,61736,552,347,0,1
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,20,364,61952,520,67,62836,62316,364,251,77,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,21,3255,62720,977,539,66952,65975,3255,1979,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,22,472,66944,1060,702,68476,67416,472,2633,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,23,237,68352,701,256,69290,68589,237,893,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,24,2417,69248,1154,427,72819,71665,2417,1558,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,25,4573,72704,685,191,77962,77277,4573,665,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,26,186,77952,1174,398,79312,78138,186,1317,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,27,9686,79232,1329,530,90247,88918,9686,1883,87,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,28,1275,90240,868,492,92383,91515,1275,1853,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,29,140,92288,1527,990,93955,92428,140,3525,82,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,30,408,93952,1347,861,95707,94360,408,3279,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,31,1102,95616,890,336,97608,96718,1102,1303,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,32,4360,97536,1150,645,103046,101896,4360,2427,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,33,3382,103040,713,184,107135,106422,3382,555,67,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,34,562,107008,641,284,108211,107570,562,1048,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,35,1708,108160,1206,728,111074,109868,1708,2650,107,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,36,215,110976,980,289,112171,111191,215,855,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,37,840,112128,874,448,113842,112968,840,1544,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,38,335,113792,842,419,114969,114127,335,1541,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,39,857,114944,526,90,116327,115801,857,334,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,40,761,116224,885,409,117870,116985,761,1476,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,41,1792,117760,1059,577,120611,119552,1792,2329,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,42,443,120576,556,142,121575,121019,443,488,84,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,43,2493,121472,457,246,124422,123965,2493,955,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,44,1701,124416,420,138,126537,126117,1701,592,83,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,45,345,126464,5931,272,132740,126809,345,946,54,1
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,46,190,132608,151,45,132949,132798,190,159,0,1
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,47,242,132736,4470,117,137448,132978,242,498,49,1
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,48,162,137344,105,0,137611,137506,162,0,0,1
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,49,165,137472,4373,243,142010,137637,165,925,45,1
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,50,244,141824,98,0,142166,142068,244,0,0,1
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,51,141,142080,1394,419,143615,142221,141,1745,70,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,52,211,143488,1681,0,145380,143699,211,0,0,1
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,53,144,145280,89,0,145513,145424,144,0,0,1
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,54,256,145280,1551,492,147087,145536,256,2034,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,55,227,146944,506,285,147677,147171,227,1218,0,1
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,56,473,147584,1419,586,149476,148057,473,1922,0,2
0d16099c-35f0-4538-a480-5c5c15cf5b87,3,1,57,177,149376,727,0,150280,149553,177,0,2310,0
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,1,2555,7936,198,0,10689,10491,2555,0,100,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,2,1166,10624,340,96,12130,11790,1166,370,45,4
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,3,14884,12032,226,42,27142,26916,14884,189,95,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,4,314,27136,154,52,27604,27450,314,232,60,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,5,392,27520,490,378,28402,27912,392,1396,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,6,354,28288,144,14,28786,28642,354,47,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,7,1577,28672,148,47,30397,30249,1577,166,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,8,928,30336,705,461,31969,31264,928,1521,105,4
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,9,8644,31872,1105,962,41621,40516,8644,3637,95,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,10,210,41472,407,136,42089,41682,210,523,55,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,11,152,41984,301,65,42437,42136,152,256,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,12,2177,42368,863,203,45408,44545,2177,640,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,13,546,45312,514,230,46372,45858,546,891,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,14,251,46208,534,38,46993,46459,251,142,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,15,159,46848,275,56,47282,47007,159,253,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,16,214,47104,461,195,47779,47318,214,773,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,17,499,47744,209,47,48452,48243,499,211,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,18,654,48384,551,159,49589,49038,654,680,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,19,6889,49536,964,555,57389,56425,6889,2181,91,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,20,309,57344,580,98,58233,57653,309,414,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,21,483,58112,788,404,59383,58595,483,1685,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,22,795,59264,197,34,60256,60059,795,146,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,23,247,60032,504,249,60783,60279,247,666,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,24,220,60672,478,226,61370,60892,220,857,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,25,1568,61312,764,402,63644,62880,1568,1391,75,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,26,1867,63616,224,22,65707,65483,1867,94,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,27,2777,65664,233,30,68674,68441,2777,116,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,28,1271,68608,3185,2699,73064,69879,1271,10071,73,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,29,7330,72960,1008,383,81298,80290,7330,1453,77,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,30,7970,81280,807,345,90057,89250,7970,1232,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,31,1303,89984,368,48,91655,91287,1303,180,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,32,1696,91648,1324,430,94668,93344,1696,1537,75,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,33,136,94592,180,67,94908,94728,136,254,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,34,1877,94848,552,224,97277,96725,1877,939,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,35,828,97152,735,322,98715,97980,828,1124,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,36,5020,98688,586,175,104294,103708,5020,673,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,37,1401,104192,1019,381,106612,105593,1401,1409,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,38,785,106496,335,108,107616,107281,785,337,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,39,197,107520,147,25,107864,107717,197,112,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,40,1393,107776,510,315,109679,109169,1393,1275,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,41,186,109568,323,36,110077,109754,186,129,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,42,179,109952,1006,395,111137,110131,179,1535,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,43,1787,111104,291,178,113182,112891,1787,600,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,44,194,113152,295,74,113641,113346,194,250,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,45,457,113536,730,336,114723,113993,457,1323,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,46,1008,114688,784,196,116480,115696,1008,692,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,47,1836,116480,1509,856,119825,118316,1836,2987,77,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,48,798,119808,524,218,121130,120606,798,808,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,49,2288,121088,1926,1157,125302,123376,2288,4376,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,50,271,125184,505,90,125960,125455,271,322,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,51,1064,125952,723,316,127739,127016,1064,1202,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,52,625,127616,991,695,129232,128241,625,2570,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,53,215,129152,851,480,130218,129367,215,2101,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,54,239,130176,1091,702,131506,130415,239,2536,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,55,2192,131456,283,141,133931,133648,2192,540,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,56,2049,133888,365,123,136302,135937,2049,527,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,57,859,136192,299,143,137350,137051,859,501,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,58,2036,137344,426,130,139806,139380,2036,569,0,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,59,1863,139776,701,197,142340,141639,1863,790,72,2
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,60,3817,142336,503,379,146656,146153,3817,1621,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,61,1770,146560,13871,5609,162201,148330,1770,22726,22,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,62,208,162048,117,20,162373,162256,208,90,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,63,256,162176,216,87,162648,162432,256,355,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,64,242,162432,378,285,163052,162674,242,1127,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,65,146,162944,2242,0,165332,163090,146,0,0,1
109e924b-6fb2-4a09-822c-b44e4256f317,1,1,66,255,165120,518,0,165893,165375,255,0,2250,0
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,1,2658,8192,871,0,11721,10850,2658,0,141,4
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,2,2909,11648,795,65,15352,14557,2909,293,119,2
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,3,883,15232,1490,478,17605,16115,883,1863,131,4
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,4,757,17536,1650,760,19943,18293,757,3227,88,4
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,5,8715,19840,2961,1771,31516,28555,8715,7417,103,3
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,6,4421,31488,2159,1189,38068,35909,4421,4818,202,3
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,7,361,38016,1392,837,39769,38377,361,3209,124,3
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,8,9280,39680,2484,1648,51444,48960,9280,6592,95,2
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,9,1420,51328,1658,929,54406,52748,1420,3763,157,2
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,10,377,54400,325,151,55102,54777,377,632,88,1
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,11,818,55040,2288,1132,58146,55858,818,4462,132,3
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,12,248,58112,2454,1318,60814,58360,248,5834,180,3
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,13,2819,60800,2475,1314,66094,63619,2819,5037,165,3
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,14,1243,66048,2643,2016,69934,67291,1243,7875,127,3
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,15,657,69888,1598,950,72143,70545,657,3342,121,2
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,16,555,72064,718,375,73337,72619,555,1255,94,1
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,17,524,73216,901,423,74641,73740,524,1386,0,2
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,18,173,74624,774,228,75571,74797,173,841,0,1
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,19,593,75520,1596,871,77709,76113,593,3241,124,2
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,20,338,77696,2499,1732,80533,78034,338,6976,92,2
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,21,558,80512,4141,2634,85211,81070,558,10170,39,1
160bfb86-67c6-40e3-921b-b3686e80f6df,3,1,22,260,84992,1579,43,86831,85252,260,188,5930,0
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,1,3073,7936,190,0,11199,11009,3073,0,75,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,2,1241,11136,544,61,12921,12377,1241,315,0,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,3,3795,12800,610,63,17205,16595,3795,333,62,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,4,1016,17152,532,62,18700,18168,1016,294,0,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,5,2871,18688,620,98,22179,21559,2871,444,115,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,6,259,22144,591,66,22994,22403,259,307,78,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,7,158,22912,427,94,23497,23070,158,447,0,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,8,585,23424,527,56,24536,24009,585,236,51,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,9,246,24320,630,149,25196,24566,246,703,0,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,10,1717,25088,363,66,27168,26805,1717,333,0,1
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,11,1756,27136,2788,255,31680,28892,1756,1090,0,3
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,12,1255,31616,413,73,33284,32871,1255,334,145,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,13,1737,33280,755,182,35772,35017,1737,870,109,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,14,2686,35712,745,143,39143,38398,2686,755,0,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,15,1211,39040,616,108,40867,40251,1211,583,50,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,16,930,40832,633,147,42395,41762,930,606,0,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,17,1394,42368,590,123,44352,43762,1394,581,0,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,18,1721,44288,634,141,46643,46009,1721,637,0,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,19,1853,46592,563,72,49008,48445,1853,320,0,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,20,2869,48896,601,259,52366,51765,2869,1185,0,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,21,539,52352,380,170,53271,52891,539,738,0,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,22,1461,53248,403,106,55112,54709,1461,469,0,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,23,1139,55040,710,111,56889,56179,1139,587,65,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,24,2183,56832,577,100,59592,59015,2183,467,0,2
16a40545-5872-4714-bcb8-3b7c88271b52,3,1,25,1706,59520,504,57,61730,61226,1706,272,0,2
1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,1,1,3111,7936,217,0,11264,11047,3111,0,100,2
1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,1,2,4573,11264,628,259,16465,15837,4573,1030,0,4
1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,1,3,9289,16384,811,266,26484,25673,9289,1096,0,4
1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,1,4,5222,26368,231,32,31821,31590,5222,154,0,2
1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,1,5,11858,31744,1105,687,44707,43602,11858,2693,0,3
1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,1,6,9477,44672,673,488,54822,54149,9477,1827,0,2
1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,1,7,2369,54784,804,139,57957,57153,2369,546,0,2
1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,1,8,145,57856,201,50,58202,58001,145,195,0,1
1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,1,9,500,58112,329,125,58941,58612,500,368,0,1
1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,1,10,231,58880,512,279,59623,59111,231,1079,0,4
1788fcf5-a3e3-46db-9345-cdeacf0a4fa5,2,1,11,14780,59520,946,429,75246,74300,14780,1665,0,2
