time,session,depth,label,turn,nFiles,paths,descriptions
1790329317443,61b1e41b-32e7-4092-aa70-26577f10fb08,2,Effectiveness evidence,1,1,amplification/sources/sub-effectiveness.md,"Source-linked notes on the measured reach and persuasive effect of covert influence operations and CIB, with per-claim evidence grades, confidence, effect sizes, and explicit thin-evidence section."
1790328919364,66e40dd4-27e6-4a85-83e8-edb605b0b1d9,2,Crisis risk communication research,1,4,amplification/research/02-riskcomms.md|amplification/research/sources/notes-national-ct-guidance.md|amplification/research/sources/notes-cern-science.md|amplification/research/sources/notes-mental-models.md,"Primary deliverable: graded findings on trusted channels and crisis/risk communication about uncertainty (claims, publishers, dates, URLs, evidence grades, confidence, limits, 11 gaps). || Supporting sub-strand: national CT/unknown-cause guidance (UK, NL, DE, US) with verbatim quotes and NL/DE translations. || Supporting sub-strand: CERN/LSAG, IPCC calibrated uncertainty, WHO infodemic, amplification-vs-attenuation evidence. || Supporting sub-strand: mental-models method, FDA/EPA adoption, effectiveness scoping review."
1790324945066,69945366-9aea-4a07-a7fb-3ae889133eb7,3,Critical infrastructure drone incursions,1,1,/Users/leonvanbokhorst/repos/deep-research/research/_infrastructure.md,"Structured research findings on drone incursions at non-airport critical infrastructure, 2024–Sept 2026, with official intent assessments and source URLs"
1790329129852,6d105fdb-03f9-44c6-93a2-3d50ac916f2a,3,Military strategic prior art,1,1,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/military-strategic.md,"Military/strategic prior art for the ""target is the amplifier"" idea: 10 sections, verbatim quotes, full URLs, confidence tags"
1790328590692,6f182957-7587-4604-97e9-5b8275f63b51,1,Concept genealogy and fit,1,1,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/01-concepts.md,"Concept genealogy and fit audit for 'agentic threat amplification' — 2,795 words, per-concept origin/claim/deliberate-vs-emergent/fit/misfit, High/Partial/Poor fit verdict, 'concepts that do NOT fit' section, prior-art novelty audit, ~27 source URLs, H/M/L confidence per claim."
1790329225007,6f182957-7587-4604-97e9-5b8275f63b51,1,Concept genealogy and fit,2,1,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/01-concepts.md,"Revised concept genealogy and fit audit (2,795 words) — now including Clausewitz On War VI.vii as the earliest statement of defeat-by-own-exertion, ""provocation strategy"" and MITRE ATLAS AML.T0034 as named prior art, corrected Liddell Hart attribution, softened rumour self-correction claim, Rid's fo"
1790329820683,6f182957-7587-4604-97e9-5b8275f63b51,1,Concept genealogy and fit,4,1,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/01-concepts.md,"Final concept genealogy and fit audit (2,797 words) for 'agentic threat amplification' — all five source-verification findings folded in, including the perception-management removal from DoD doctrine (2010), the MISO→PSYOP reversion (Army 2017, DoD-wide Dec 2025), Clausewitz as the earliest statemen"
1790330063221,6f182957-7587-4604-97e9-5b8275f63b51,1,Concept genealogy and fit,5,1,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/01-concepts.md,"Final concept genealogy and fit audit (2,783 words) for 'agentic threat amplification'. All five source-verification findings incorporated: Chotikul citation corrected to NPS55-86-013 (1986), du Cluzel NATO ACT 2021 verified as the canonical cognitive-warfare text, SCSP 2024 added as closest AI-era "
1790330190833,6f182957-7587-4604-97e9-5b8275f63b51,1,Concept genealogy and fit,6,1,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/01-concepts.md,"FINAL concept genealogy and fit audit (2,793 words) for 'agentic threat amplification'. All six research/verification streams incorporated. Key final additions: verified Meta CIB definition and content-agnostic framing, Starbird/Arif/Wilson 2019 critique, OpenAI anti-hype verbatim, minimal-effects e"
1790325290644,6f3e236e-1a8d-43fa-a135-c0eb0229a696,3,Norway PST drones research,1,3,/Users/leonvanbokhorst/repos/deep-research/research/norway.md|/Users/leonvanbokhorst/repos/deep-research/research/scratch_no/ntv2026.txt|/Users/leonvanbokhorst/repos/deep-research/research/scratch_no/ntv2025.txt,"Norway threat-assessment findings: PST NTV 2025/2026 primary quotes on drones, AI and sabotage; official police walk-backs of autumn 2025 drone sightings; counter-UAS policy; verified negatives and gaps. || pdftotext extract of PST Nasjonal trusselvurdering 2026 (evidence base for quotes). || pdftotext extract of PST Nasjonal trusselvurdering 2025 (evidence base for quotes)."
1790328909292,74e3962c-673c-4068-90c4-60d02d23773c,3,Part C indicators and warnings research,1,1,amplification/research/parts/part-C-iw.md,"PART C — I&W for detecting deliberate amplification against an ambiguous physical-event backdrop: 71 claim blocks under C1/C2/C3, plus Gaps."
1790329413095,77ee89e8-327b-4e3a-a160-c2ca700953df,2,"Prebunking, reflexivity, indicators research",1,5,amplification/research/06-prebunk-reflexivity-iw.md|amplification/research/parts/part-A-prebunking.md|amplification/research/parts/part-B-core-lead.md|amplification/research/parts/part-B-reflexivity.md|amplification/research/parts/part-C-iw.md,"Strand 06 findings — prebunking/inoculation, the reflexivity trap, and indicators & warnings. 191 claim blocks, 108 grade-A and 41 grade-B claims, with per-claim URL, grade, confidence and limit notes, plus a consolidated 'What is not known' section. || Part A source report — prebunking/inoculation evidence base, effect sizes and decay, institutional users, and documented limits/null results. || Part B lead-verified core — Gatwick 2018 official record, sighting-driven counter-drone procurement (UK/NL), audit findings, and the 'proves the threat' negative finding. || Part B supplement — EU Action Plan COM(2026) 81, FAA second-order effects, German shoot-down law, EPRS/GAO/CRS/NASA material. || Part C source report — ODNI/NATO/EU I&W doctrine, published indicator taxonomies (EEAS FIMI, DISARM), and limits of I&W."
1790329904879,788b4f96-a913-4fb4-93d7-d44af41dd69e,3,Minimal-effects IO literature,1,1,amplification/notes/minimal-effects.md,"Evidence audit of the ""minimal effects"" literature on foreign/inauthentic influence operations: 14 verified sources with full URLs, authors, venues, effect sizes, H/M/L confidence, and a ""What is NOT established"" section."
1790325445045,78eb7cd5-19e0-4682-857d-67f6cdd17f3e,2,France Nordics Belgium drone assessments,2,6,/Users/leonvanbokhorst/repos/deep-research/research/fr_nordics_be.md|/Users/leonvanbokhorst/repos/deep-research/research/sweden.md|/Users/leonvanbokhorst/repos/deep-research/research/denmark.md|/Users/leonvanbokhorst/repos/deep-research/research/norway.md|/Users/leonvanbokhorst/repos/deep-research/research/belgium.md|/Users/leonvanbokhorst/repos/deep-research/research/france2.md,"Full findings: French, Swedish, Danish, Norwegian and Belgian official positions on drones/UAS, AI and autonomy as internal threats, with verbatim quotes, PRIMARY/SECONDARY labels, explicit NOT VERIFIED markers and a complete source-URL list. || Sweden strand: Säpo Säkerhetspolisens lägesbild 2025-2026 quotes, SOU 2025:57 counter-UAS governance, regeringen.se counter-drone policy and procurement. || Denmark strand: PET terror assessments 2024-2026 drone/AI sections, official Sept 2025 drone-report numbers, NOST de-escalation statement. || Norway strand: PST NTV 2025/2026 sabotage warning, drone down-assessment, AI counterweight, three police walk-backs. || Belgium strand: OCAM annual reports 2024/2025, OCAM 2026 threat figures, mil.be Elsenborn admission and counter-drone procurement, Plan SHIELD. || France strand 2: correction of the counter-UAS legal basis (CSI L. 213-2, not L. 114-2), Senate reports 861 and 812 with deployment figures, OPECST nuclear evidence."
1790328416447,7b92362e-8682-4b98-afdf-b980936427fc,3,Topic 3 fact-check evasion,1,1,amplification/notes/raw-topic3.md,"Raw findings: automated rebuttal evasion / routing around fact-checks — evidence-graded, with FAILED SEARCHES / NEGATIVE FINDINGS section"
1790328448699,7c73d0c4-2fbe-48b3-b02e-f5d48bf540df,3,mpox clade Ib research notes,1,1,amplification/notes/case-b-mpox.md,"Case B — Mpox clade Ib PHEIC (2024–2026): causal chain, actor amplification classification, persistence/collapse, institutional legacy, counterexamples, uncertainties, and 22 verified source URLs."
1790329203330,7cf0e1f7-e315-47b5-8bd3-c0fe5f3bc631,3,COVID origin lab-leak persistence,1,1,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/case-d-covid-origin.md,"Case D note — COVID-19 origin ambiguity as a persistence case, with exact intelligence confidence language, amplification classification, persistence/collapse factors, and 32 verified source URLs."
1790325066022,7d77b175-ad9d-4569-ac05-e9e66bdc78b3,2,Drone contraband prison smuggling,1,1,research/03-contraband-prisons.md,"Structured evidence assessment of drone-based contraband/prison smuggling across BE, NL, UK, IE, SE/DK, BR, US plus Europol/EU sources, with source URL list."
1790328325221,80582e1e-cc24-4c49-bd41-86060a72245a,3,Topic 4 newsjacking research,1,1,amplification/notes/raw-topic4.md,"Topic 4 raw evidence notes: automation of newsjacking / exploitation of emerging narratives (timing data, academic citations, coordination/latency, defenders, negative findings, 150-word bottom line)"
1790329080099,8605360c-4c6f-42c8-91a0-b14fdbd777da,2,Deepfake and synthetic corroboration research,1,6,amplification/notes/synthetic-corroboration.md|amplification/notes/_sub-intl-deepfakes.md|amplification/notes/_sub-detection-studies.md|amplification/notes/_sub-network-threat-reports.md|amplification/notes/_sub-pinkslime-economics.md|amplification/notes/_sub-audience-effects.md,"Main deliverable: synthetic corroboration and its legal aftermath — full primary-source timeline of the NH Biden robocall case, FCC/Lingo/FCC-24-104 enforcement, international deepfake case log, statutory landscape (TAKE IT DOWN, NO FAKES, CA AB 2839/2655, EU AI Act Art 50, DSA/Grok), verified detec || Supporting: international political deepfake case log (Slovakia, Zelenskyy, Starmer, India, Indonesia, Türkiye, Pakistan, Philippines, Brazil) — 437 lines. || Supporting: verified human detection-accuracy and liar's-dividend literature with N, metric and DOI per row — 171 lines, 78 rows. || Supporting: 40 graded AI influence operations (OpenAI Feb 2024–Aug 2026 series, Anthropic GTG cases, Meta, Google TAG, Microsoft, EEAS) with network sizes and platform-stated reach verdicts — 97 KB. || Supporting: pink-slime/pseudo-news counts and named networks plus live-verified 2026 domain, hosting and LLM token pricing — 650 lines. || Supporting: audience effect sizes for social proof, illusory truth, independent-vs-repeated corroboration, and AI-vs-human content credibility — 175 lines."
1790328470757,8a55607d-c2f7-40a7-8d99-f0d1e5c44581,2,European retractions and influence ops,1,1,amplification/findings/drone-cases-amplification-retractions.md,Structured report: Copenhagen/Oslo Sept 2025 + June 2026 retraction; Belgium VRT/Pano April 2026; Vilnius birds and Madrid-Barajas; and the central amplification / influence-operation question with an explicit negative finding.
1790328577928,8a55607d-c2f7-40a7-8d99-f0d1e5c44581,2,European retractions and influence ops,1,2,amplification/findings/drone-cases-amplification-retractions.md|amplification/findings/influence-op-amplification.md,"UPDATED: sections A-C as before, but section D substantially revised after a parallel check — EEAS FIMI report, the Galați coordinated amplification campaign, the Latvia info-op accusation, the inverted 'hide in the noise' source, and a negative check of COM(2026) 81. || Supporting brief from the parallel section-D check: amplification / influence-operation evidence, with the EEAS FIMI report, Trouw/Dronewatch investigation, and the COM(2026) 81 negative check."
1790328530190,8af84e58-43fa-4764-a1b4-7912b5822dcf,3,Research stream C AI persuasion,1,1,amplification/notes/stream-c-ai-persuasion.md,"Stream C raw structured notes: AI/LLM political persuasion experiments and inoculation durability, with effect sizes, grades, and verification status."
1790328706708,8bc9d075-fab0-400a-9e01-b232d368ee02,3,Radiological chemical scares research,1,1,amplification/notes/stream-d-radchem.md,"Stream D research notes: radiological/chemical scare campaigns and hoaxes 2002–2026, with causal chains, quantified figures, graded sources and an UNSOURCED/UNCERTAIN section"
1790324993968,8e5bc453-00b8-4d6d-8809-d06846ad9c63,3,German drone threat primary sources,1,1,/Users/leonvanbokhorst/repos/deep-research/research/germany_findings.md,"Primary-source findings on German institutions, drones/AI threats, counter-UAS law and reported figures"
1790325225923,91004cb5-9eb3-4dce-a088-e6396350299a,2,Research non-state drone proliferation,1,1,findings/REPORT-nonstate-drone-autonomy.md,"Evidence assessment: non-state armed group drone/autonomy use and proliferation channels, 2014–Sep 2026, with per-claim status, source quality, confidence and inline URLs"
1790325096822,98b0ee43-1076-4c8e-8f8a-9512a5c4cdac,2,UK Germany drone threat assessments,1,2,research/uk_germany.md|research/germany_findings.md,"UK & Germany primary-source threat assessment: drones/UAS, AI and autonomous capabilities as internal threats, with counter-UAS policy, procurement, numbers and evidence-quality flags || Supporting German primary-source detail (BKA/BfV/Bundestag Drucksachen/press conferences)"
1790325500960,99dae34e-50a3-42d8-b818-f7eda5a3f4f6,1,Middle East conflict autonomy evidence,1,2,ai-targeting-loitering-munitions-brief.md|ai-targeting-loitering-munitions-annex.md,"Core structured threat-assessment brief (~2,700 words) organised by the eight required topics, with demonstrated/claimed/inferred tagging and confidence levels. || Expanded evidence annex with per-claim detail and 117 distinct source URLs."
1790324983108,9ab7a0c1-d19a-45d5-b511-696d1d884a19,1,Ukraine Russia autonomy evidence,1,1,russia-ukraine-drone-autonomy-brief.md,"Structured threat-assessment brief on autonomous/semi-autonomous drone and robotics capability in the Russia-Ukraine war, with evidence quality, confidence, contested-claim flags, and full source URLs."
1790324930023,a03701b7-142d-488a-a322-e5feeafd11d9,2,Autonomy and countervailing evidence,1,1,research/09-autonomy-countervailing.md,"Structured markdown research note: Topic A (criminal/terrorist drone autonomy & machine vision) and Topic B (countervailing evidence), with source URLs, dates, evidence-quality tags and a full source list."
1790328718669,a44a0b87-ba76-4be9-949f-240869398872,3,CERN and scientific uncertainty comms,1,6,amplification/research/sources/notes-cern-science.md|amplification/research/sources/lsag-0806.3414.txt|amplification/research/sources/cern-safety-lhc-public-page.txt|amplification/research/sources/ipcc-uncertainty-guidance-2010.txt|amplification/research/sources/debunking-handbook-2020.txt|amplification/research/sources/who-infodemic-management.txt,"Main deliverable: graded claim table, quotes, and gaps for CERN + comparator institutions || Full text of CERN LSAG report (arXiv:0806.3414v2) || Text of CERN's archived public 'safety of the LHC' page || IPCC 2010 Guidance Note on Consistent Treatment of Uncertainties || The Debunking Handbook 2020 (practitioner doctrine on amplification/backfire) || WHO Infodemic Management team page text"
1790329120160,a4a04330-c73f-4cd8-a92e-9837ccb861ba,2,Search for self-amplifying attack concept,1,1,amplification/sources/self-amplifying-prior-art.md,"Prior-art and novelty audit for the 'self-amplifying attack' concept — military/strategic, economics/complexity, security/terrorism, cyber amplification, and AI/agent prior art, with verbatim quotes, full URLs, confidence tags and an explicit novelty verdict."
1790329082134,a7eef189-3bc7-404b-9379-01dd00107abc,2,Non-amplification and reporting protocols,1,3,/Users/leonvanbokhorst/repos/deep-research/amplification/research/05-nonamplification.md|/Users/leonvanbokhorst/repos/deep-research/amplification/research/05a-scholarly-debate.md|/Users/leonvanbokhorst/repos/deep-research/amplification/research/05b-reporting-protocols.md,"Main strand synthesis: 'Not amplifying' — strategic silence, amplify-vs-ignore debate, and public reporting protocols; per-claim grades, confidence and limit notes plus gaps. || Delegated A3 detail: strategic silence, backfire-effect replication failures, truth sandwich, counterspeech vs deplatforming, UK RICU/GCS doctrine. || Delegated Part B detail: public reporting schemes, false-positive/yield evidence, and guidance design features."
1790325117924,a87a9e47-2c5c-469b-920f-e10080392655,3,German airport drone closures,1,1,/Users/leonvanbokhorst/repos/deep-research/research/_germany.md,"Structured research findings on drone-caused disruption at German airports 2023–Sep 2026: incidents with dates, durations, flight impact, confirmed observations, official attribution, evidence quality, plus policy responses and a full source list."
1790328607471,aa3fc864-9f3a-48a6-886d-b7860bff5228,3,Trace German drone amplification,1,1,/Users/leonvanbokhorst/repos/deep-research/findings/drone-amplification-2026-09-25.md,"Amplification map of the German drone-sighting narrative 2024–2026: named actors, dated statements, venues, evidence sequencing, documented collapses and critics."
1790328890211,ac188085-eef8-4b4d-82d2-e1555f17ba4a,2,Incident verification and triage research,1,1,amplification/research/03-verification.md,"Strand 03 findings: incident verification, anomaly triage and after-action lessons — ~1,900 lines, all claims with publisher/date/URL/grade/confidence/limit, plus a 19-item gaps section. Reserved for the requested output."
1790325148639,ac2e73e0-e9f1-433d-94ae-6e2ff77072d7,2,Airport drone disruption,1,1,/Users/leonvanbokhorst/repos/deep-research/research/06-airports-infrastructure.md,"Threat-assessment findings on drone disruption of airports and critical infrastructure, 2018–Sept 2026, with per-incident attribution and evidence quality plus a full source list."
1790325143288,aecad63f-f9ac-4428-ba51-fa4643681903,3,NATO DIANA NIF NSPA procurement,1,1,/Users/leonvanbokhorst/repos/deep-research/research/topic_b_diana_nspa.md,"Topic B findings: NATO DIANA challenges/cohorts, NIF portfolio and amounts, counter-drone exercises and stated cost figures, NSPA procurement gaps, and public STANAG/doctrine status — with P/S labels and exact source URLs."
1790328418105,b0f0ef6b-188b-48bb-a9b0-a808aa6a8393,1,Counterexamples and resilience limits,1,1,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/07-counterexamples.md,"Adversarial brief on the disconfirming evidence against the agentic-amplification hypothesis: failed campaigns, measurement scepticism, prebunking, platform/state countermeasures, resilience, moral panics, institutional impermeability, strongest counter-case and verdict."
1790329251836,b1c47186-e044-4c6c-9148-2f6913193f95,2,Public health scares strand,1,1,amplification/sources/raw-publichealth.md,"Evidence file on five public-health scares (H5N1 dairy cattle, mpox clade Ib, Disease X/US-WHO withdrawal, COVID-19 origin ambiguity, 5G/health) with causal chains, amplification classification, persistence/collapse factors, dated institutional legacies, counterexamples, an unsourced/uncertain regis"
1790328758076,b61859d5-9abc-4cc9-8ea7-06c15e81ef05,1,Computational propaganda evidence,1,1,amplification/findings/03-computational-propaganda.md,"Strand 03 brief: covert influence operations and coordinated inauthentic behaviour, 2023–2026 — evidence-graded, with an 11-case comparison table (actor, method, AI involvement, measured effect, detection), separating demonstrated / claimed / inferred."
1790328994125,b61859d5-9abc-4cc9-8ea7-06c15e81ef05,1,Computational propaganda evidence,2,1,amplification/findings/03-computational-propaganda.md,"Final strand 03 brief (corrected): covert influence operations and coordinated inauthentic behaviour 2023–2026, with an 11-case table, evidence grades A–E, and demonstrated/claimed/inferred separation."
1790329386490,b61859d5-9abc-4cc9-8ea7-06c15e81ef05,1,Computational propaganda evidence,3,1,amplification/findings/03-computational-propaganda.md,"Final, corrected strand 03 brief: covert influence operations and coordinated inauthentic behaviour 2023–2026 — 11-case table, grades A–E, demonstrated/claimed/inferred separation, correction log and citation-integrity warnings."
1790328581544,bc7323c8-aee3-4194-a341-b6c18b1b0475,2,Monitoring and localisation research,1,4,amplification/notes/monitoring-localisation.md|amplification/notes/raw-topic2.md|amplification/notes/raw-topic4.md|amplification/notes/raw-topic3.md,"Main deliverable: four-topic evidence notes with grades A–E, capability ladder (i–iv), per-topic negative findings and 200-word bottom lines. || Supporting raw findings — Topic 2 adaptive narrative selection (full evidence trail). || Supporting raw findings — Topic 4 newsjacking / rapid response (full evidence trail). || OFF-BRIEF ANNEX: an assistant mis-scoped this as 'evasion of fact-checking'. Not part of the brief's Topic 3; retained only for traceability."
1790325028192,c0fd3b9e-4ce0-4a6e-837d-b7459d0efeb1,3,FRONTEX Eurojust Europol research,1,1,/Users/leonvanbokhorst/repos/deep-research/research/topic_a_frontex_eurojust.md,"Topic A research note: FRONTEX Risk Analysis drone/UAS evidence, FRONTEX own UAS deployment and procurement, Eurojust negative finding, CEPOL training, EU Innovation Hub, eu-LISA unreachable — 42 numbered source URLs."
1790325189051,c226e74e-90e4-4e33-b349-0decbf893847,2,Colombia Ecuador drones,1,1,/Users/leonvanbokhorst/repos/deep-research/research/02-colombia-ecuador.md,"Structured threat-research findings on drone misuse by armed groups and criminal gangs in Colombia and Ecuador, 2024-2026, with per-incident evidence ratings and a 48-entry source URL list."
1790324969969,c2e2b954-63bb-4c00-8d45-37e953901183,1,NATO EU institutional threat assessments,1,1,drone-ai-threat-brief.md,"Structured markdown research brief: institutional evidence base on drones, uncrewed systems, AI and autonomy as an internal security threat in Europe (Europol, EU, NATO, UK, Netherlands and neighbours), 2023–Sept 2026, with source tagging and full URL list."
1790325163740,c2e2b954-63bb-4c00-8d45-37e953901183,1,NATO EU institutional threat assessments,1,1,drone-ai-threat-brief.md,"Final structured research brief: the institutional evidence base on drones, uncrewed systems, AI and autonomy as an internal security threat in Europe (Europol, EU bodies, NATO, UK, Germany, the Netherlands and neighbours), 2023 to September 2026, with primary/secondary tagging, disagreement flags a"
1790325250698,c2e2b954-63bb-4c00-8d45-37e953901183,1,NATO EU institutional threat assessments,2,3,drone-ai-threat-brief.md|research/eu_nato.md|research/uk_germany.md,"Final consolidated brief: institutional evidence base on drones, uncrewed systems, AI and autonomy as an internal security threat in Europe, with EU/NATO corrections, per-unit cost data, a 10-point disagreement and evidence-strength section, and a full source-URL list. || Supporting primary-source evidence file on EU bodies and NATO (Europol/EU/NATO detail, 101 source URLs). || Supporting primary-source evidence file on the UK and Germany (38 source URLs, 7 explicit NOT VERIFIED flags)."
1790325496333,c2e2b954-63bb-4c00-8d45-37e953901183,1,NATO EU institutional threat assessments,3,4,drone-ai-threat-brief.md|research/fr_nordics_be.md|research/eu_nato.md|research/uk_germany.md,"Final consolidated brief on drones, uncrewed systems, AI and autonomy as an internal security threat in Europe — with the five-country France/Nordics/Belgium evidence, retracted-sighting findings, legal-basis corrections, and a 13-point disagreement section. || Supporting primary-source evidence file: France, Sweden, Denmark, Norway, Belgium (~3,080 words + source list). || Supporting primary-source evidence file: EU bodies and NATO (101 source URLs). || Supporting primary-source evidence file: UK and Germany (38 source URLs)."
1790325109024,ca75c80e-2ca5-4d1c-afd7-9ad9309b35cf,2,Hybrid state activity NATO,1,1,research/08-hybrid-nato.md,"Hybrid/covert Russian state activity inside NATO — drones, sabotage, parcel bombs, undersea infrastructure: evidence brief as of 25 September 2026, with evidence grading and 73 source URLs."
1790328681699,cad4acd7-2d5d-468e-9c3a-c82006a265ff,3,UK drone incident counting,1,1,amplification/research/raw/uk-strand.md,"UK strand findings: how drone incidents are officially defined, logged and counted; reported vs confirmed sightings; evidence-graded claims and gaps"
1790325156452,cbade403-6f00-4ad7-814c-2792a2001fa2,2,Terrorist drone and AI misuse,1,1,/Users/leonvanbokhorst/repos/deep-research/research/05-terrorism-ai.md,"Threat-assessment research: terrorist/extremist drone use and AI-enabled attack planning outside inter-state warfare, with per-incident evidence grading and full source list."
1790324965440,cbd79d49-d00e-47b2-8613-1814b77230c7,2,Drone assassination attempts,1,1,research/04-assassination.md,"Research note: drone assassination and attempted assassination outside declared inter-state warfare — Caracas 2018, Baghdad 2021, Butler 2024, NATO cases, Africa/Asia/Middle East, with evidence-quality grading and full source list."
1790328563088,cc07f9d4-0390-4bb3-90b1-866e31d30b66,2,Persona and coordination research,1,1,amplification/notes/persona-coordination.md,"Research notes: long-running persona management, cross-platform coordination, and automated rebuttal evasion. Evidence-graded (A–E) with URLs, dates, effect sizes, per-topic 200-word bottom lines, failed searches, tool-integrity warnings and a miscitation checklist."
1790328592667,cc07f9d4-0390-4bb3-90b1-866e31d30b66,2,Persona and coordination research,1,1,amplification/notes/persona-coordination.md,"Final research notes (570 lines, 12,878 words): persona management, cross-platform coordination, fact-check evasion — evidence-graded A–E, 40 URLs, 30 UNVERIFIED flags, per-topic 200-word bottom lines, failed searches, provenance, tool-integrity warnings and a miscitation checklist."
1790325212537,cc1fd076-ce12-4f21-9a03-de36e199d4ef,2,EU bodies and NATO drone evidence,2,1,/Users/leonvanbokhorst/repos/deep-research/research/eu_nato.md,"Primary-source evidence file: EU bodies and NATO on drones, uncrewed systems and AI as a threat (101 source URLs)"
1790329128608,cceedd38-6543-457a-a7f8-753d6bda1067,3,Economics complexity prior art,1,1,amplification/findings/economics-complexity.md,"Economics/complexity-science prior art for small-trigger→self-amplifying-target-reaction, with verbatim quotes, URLs, and confidence tags."
1790328413186,cf585c39-06cc-4e86-814e-fd4bb5dfcee8,3,5G health scare research,1,1,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/case-e-5g.md,"Case E research note: 5G/health claims as ambiguity about a non-biological physical exposure — causal chain, amplification classification, persistence/collapse, institutional legacy, counterexamples, unsourced claims, and 33 graded sources."
1790329917771,d07fdde4-91a3-4617-9341-d7100c77ab33,3,CIB and bot-detection critiques,1,1,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cib-critiques.md,"Critical literature on Coordinated Inauthentic Behaviour and bot-detection accuracy, with verified URLs, verbatim quotations, numbers, and confidence ratings."
1790328926186,d0d01526-dedf-4523-9301-738d6b6201fb,3,Fake personas long-running cases,1,1,amplification/findings/personas-1-fake-identities.md,"Long-running fake personas / fabricated identities in influence operations — dated, graded, source-linked notes (Dougan/Storm-1516, Spamouflage, Iran, Team Jorge, PeaceData, Philippines, Kenya/India/Brazil)"
1790328639907,d66ce668-ccde-4227-ba1d-cc1b1a1ffabb,3,AI news sites pink slime,1,1,amplification/findings/personas-3-ai-news-pink-slime.md,"AI-generated news sites, fake local news, and pink slime networks — counts, dates, cases, evidence grades, and 2025-26 status"
1790329911602,da3f0b85-eed0-4f76-9e18-fe1bac271b94,3,AI and physical incident panics,1,1,amplification/notes/physical-incidents.md,"Case file: ambiguous physical incidents → amplification, with verified URLs, deliberate-vs-emergent verdicts and confidence grades"
1790328735522,dabeb4b9-b19b-4707-bb52-c02368aacf3c,3,AI platform threat reports,1,1,amplification/notes/_sub-network-threat-reports.md,"Defensive threat-assessment annex on AI-enabled synthetic corroboration networks: OpenAI/Anthropic/Meta/Google TAG/Microsoft/EEAS findings with dates, network sizes, platform actions, reach verdicts, evidence grades, and a full negative-findings log."
1790324792166,db47cece-2df5-48fe-85ed-0ec663494f6a,3,Iran-Israel drone strike scale,1,1,research/iran-israel-proxy.md,"Structured findings: Iranian drone/missile strikes on Israel and proxy drone attacks 2023–Sept 2026, with scale, interception rates, source quality and confidence per claim."
1790329654548,dc0b75f5-7e62-49c9-a810-8793a1c7648f,1,Defensive practice and non-amplification,1,1,amplification/findings/08-defensive.md,"Defensive practice strand (final section): nine defensive areas, each with mature practice / evidence base / failure mode, plus an institutions-disagree register, an explicit ""what is not known"" section and confidence ratings. 2,991-3,003 words, 38 cited URLs, all verified to resolve."
1790329331910,defd571a-2f0d-47a2-8239-28e4b4bccd9e,2,Storm-1516 and Russian networks,1,3,amplification/sources/sub-cases.md|amplification/sources/sub-cases-portalkombat-matryoshka.md|amplification/sources/sub-cases-spamouflage-overload.md,"Main synthesis notes: all six sub-cases, with per-claim source URL, date, publisher, evidence grade (A–E) and confidence, separated into demonstrated/claimed/inferred || Detail file: Portal Kombat/Pravda network, Matryoshka, France 2026 Storm-1516, Rokh Solis || Detail file: Spamouflage/Dragonbridge scale figures, Zero Zeno/Stoic naming correction, unverified ELI-008"
1790325198505,dfc6a190-85d7-4f6a-a2d3-52df9a1a18eb,2,Research Iran Shahed proliferation,1,1,iran-drone-findings.md,"Structured defence findings brief on Iranian drone and loitering-munition proliferation and proxy use (2021–Sept 2026), with evidence tags, confidence levels, and inline source URLs."
1790328551750,e1f701aa-bb3e-40c8-82b5-4bbd71f77ab5,3,Security terrorism prior art,1,2,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/security-terrorism.md|/Users/leonvanbokhorst/repos/deep-research/amplification/findings/security-terrorism-annex-quotes.md,"Main deliverable: security/terrorism/influence prior art across 11 concepts, with full URLs, verbatim quotes, confidence tags and UNVERIFIED flags for the ""small attacker action → target's own reaction does the damage"" idea. || Annex: full verbatim quote set, the documented-vs-alleged separations for Turkey/Latin America, and method/retrieval notes and known gaps."
1790328694131,e465e26f-14d4-4ebd-8832-5e216849629a,2,Synthetic corroboration detection research,1,1,/Users/leonvanbokhorst/repos/deep-research/amplification/research/04-synthetic.md,"Strand 04 findings: detection of synthetic corroboration — 60 graded claims across CIB detection, AI-persona detection, OSINT verification, C2PA provenance, institutional tools, and documented limits, plus a gaps section."
1790324822047,e49930ac-674f-41f7-8ead-2c84161d693d,1,Counter-UAS defender economics,1,1,defender-economics-brief.md,"Structured markdown research brief on defender economics / cost asymmetry between cheap drones and counter-UAS, with figures, source URLs, and confidence ratings."
