time,session,depth,label,turn,step,tool,path,argChars
1790329313994,46b82e74-e114-4473-b55d-e2c13cfef604,1,Health and military scare cases,4,14,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/06-health-military-cases.md,1299
1790329324049,46b82e74-e114-4473-b55d-e2c13cfef604,1,Health and military scare cases,4,17,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/06-health-military-cases.md,2246
1790329938266,488c117a-eb10-4b07-a2c5-aa16a6a495af,2,Research reflexive control lineage,1,44,write,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/reflexive-control.md,21896
1790329946040,488c117a-eb10-4b07-a2c5-aa16a6a495af,2,Research reflexive control lineage,1,46,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/reflexive-control.md,2702
1790329952754,488c117a-eb10-4b07-a2c5-aa16a6a495af,2,Research reflexive control lineage,1,47,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/reflexive-control.md,2198
1790329952787,488c117a-eb10-4b07-a2c5-aa16a6a495af,2,Research reflexive control lineage,1,47,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/reflexive-control.md,3912
1790329964445,488c117a-eb10-4b07-a2c5-aa16a6a495af,2,Research reflexive control lineage,1,50,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/reflexive-control.md,4304
1790329964474,488c117a-eb10-4b07-a2c5-aa16a6a495af,2,Research reflexive control lineage,1,50,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/reflexive-control.md,2146
1790329976487,488c117a-eb10-4b07-a2c5-aa16a6a495af,2,Research reflexive control lineage,1,53,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/reflexive-control.md,1063
1790329976518,488c117a-eb10-4b07-a2c5-aa16a6a495af,2,Research reflexive control lineage,1,53,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/reflexive-control.md,1492
1790329976540,488c117a-eb10-4b07-a2c5-aa16a6a495af,2,Research reflexive control lineage,1,53,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/reflexive-control.md,3102
1790329981924,488c117a-eb10-4b07-a2c5-aa16a6a495af,2,Research reflexive control lineage,1,54,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/reflexive-control.md,4445
1790329981953,488c117a-eb10-4b07-a2c5-aa16a6a495af,2,Research reflexive control lineage,1,54,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/reflexive-control.md,611
1790329989399,488c117a-eb10-4b07-a2c5-aa16a6a495af,2,Research reflexive control lineage,1,56,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/reflexive-control.md,2832
1790329989424,488c117a-eb10-4b07-a2c5-aa16a6a495af,2,Research reflexive control lineage,1,56,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/reflexive-control.md,2063
1790328258608,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,33,write,/tmp/draft_ab.md,14535
1790328289409,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,39,edit,/tmp/draft_ab.md,1642
1790328514982,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,65,write,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,39219
1790328555457,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,69,write,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,28613
1790328557850,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,70,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,367
1790328601806,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,77,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,9113
1790328608553,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,78,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,5394
1790328613506,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,79,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,2714
1790328652661,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,82,write,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,34198
1790328688552,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,85,write,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,33655
1790328725188,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,88,write,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,31687
1790328729570,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,90,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,772
1790328735171,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,92,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,787
1790328737373,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,93,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,638
1790328765010,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,96,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,10539
1790328771400,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,97,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,4806
1790328775327,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,1,98,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,1666
1790329107517,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,2,4,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,7009
1790329113709,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,2,5,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,4289
1790329119356,4b196287-db27-4f90-9ecc-72e329e450d8,2,State-adversary scare operations strand,2,6,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/raw-adversary.md,1997
1790328924449,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,46,write,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,13525
1790328939193,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,48,write,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,12455
1790328944917,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,50,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,1697
1790328951201,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,51,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,5868
1790328956193,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,52,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,2077
1790328960764,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,53,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,4332
1790328967269,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,55,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,1330
1790328973247,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,56,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,5001
1790328980933,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,58,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,2705
1790328984534,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,59,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,2385
1790328991278,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,61,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,1415
1790328994091,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,62,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,1517
1790329518917,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,67,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,1530
1790329523071,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,68,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,3510
1790329526180,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,69,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,1955
1790329533217,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,71,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,1355
1790329535796,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,72,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,1316
1790329538948,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,73,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,1993
1790329542480,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,74,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,1993
1790329550189,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,76,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,1093
1790329552244,4c7b0eb7-ce4e-4ce2-9f59-753903f97546,3,AI agent prior art mining,1,77,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/ai-agent.md,1121
1790328820936,4cb878d7-f1f8-43fe-a5f6-e457721c9553,3,Counter-UAS triage criteria guidance,1,62,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/raw/triage-strand.md,45716
1790328579617,4d64b50a-7a7d-4341-ad42-7423dfdb7063,3,Persuasion effects literature,1,36,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/persuasion-evidence.md,50758
1790324794787,4f250851-e006-4514-a721-35202c9cd223,2,NL BE organised crime drones,1,20,write,/Users/leonvanbokhorst/repos/deep-research/research/07-nl-be-organised-crime.md,16679
1790324808711,4f250851-e006-4514-a721-35202c9cd223,2,NL BE organised crime drones,1,23,edit,/Users/leonvanbokhorst/repos/deep-research/research/07-nl-be-organised-crime.md,1748
1790324808735,4f250851-e006-4514-a721-35202c9cd223,2,NL BE organised crime drones,1,23,edit,/Users/leonvanbokhorst/repos/deep-research/research/07-nl-be-organised-crime.md,734
1790324808753,4f250851-e006-4514-a721-35202c9cd223,2,NL BE organised crime drones,1,23,edit,/Users/leonvanbokhorst/repos/deep-research/research/07-nl-be-organised-crime.md,1831
1790324808778,4f250851-e006-4514-a721-35202c9cd223,2,NL BE organised crime drones,1,23,edit,/Users/leonvanbokhorst/repos/deep-research/research/07-nl-be-organised-crime.md,713
1790324808788,4f250851-e006-4514-a721-35202c9cd223,2,NL BE organised crime drones,1,23,edit,/Users/leonvanbokhorst/repos/deep-research/research/07-nl-be-organised-crime.md,1900
1790324815654,4f250851-e006-4514-a721-35202c9cd223,2,NL BE organised crime drones,1,25,edit,/Users/leonvanbokhorst/repos/deep-research/research/07-nl-be-organised-crime.md,1250
1790328321179,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,42,write,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,37843
1790328452048,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,56,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,1396
1790328470534,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,60,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,5608
1790328480254,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,61,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,7525
1790328496893,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,62,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,6171
1790328501222,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,63,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,2815
1790328513896,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,65,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,8030
1790328519497,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,66,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,4061
1790328543720,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,71,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,3970
1790328563372,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,75,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,5780
1790328649854,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,87,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,3621
1790328661371,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,90,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,3427
1790328685168,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,95,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,3859
1790328693441,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,97,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,4988
1790328717236,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,104,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,3264
1790328724480,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,106,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,2095
1790328730934,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,108,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,1226
1790328738730,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,111,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,427
1790328748466,500069eb-b528-47b9-8cbf-6873331d1c1c,2,Cost and access economics research,1,114,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/cost-access.md,1780
1790328636408,51cd8c6f-79cc-4c21-9a72-2bb7c3828e01,3,Disease X + WHO withdrawal,1,52,write,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/case-c-diseasex.md,11184
1790328652238,51cd8c6f-79cc-4c21-9a72-2bb7c3828e01,3,Disease X + WHO withdrawal,1,54,write,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/case-c-diseasex.md,10994
1790328661560,51cd8c6f-79cc-4c21-9a72-2bb7c3828e01,3,Disease X + WHO withdrawal,1,57,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/case-c-diseasex.md,2402
1790328664326,51cd8c6f-79cc-4c21-9a72-2bb7c3828e01,3,Disease X + WHO withdrawal,1,58,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/case-c-diseasex.md,1809
1790328671119,51cd8c6f-79cc-4c21-9a72-2bb7c3828e01,3,Disease X + WHO withdrawal,1,60,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/case-c-diseasex.md,1786
1790328675523,51cd8c6f-79cc-4c21-9a72-2bb7c3828e01,3,Disease X + WHO withdrawal,1,62,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/case-c-diseasex.md,453
1790329625442,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,60,write,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,20829
1790329646977,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,62,write,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,17930
1790329665070,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,64,write,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,16839
1790329676527,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,66,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,557
1790329676554,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,66,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,927
1790329676568,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,66,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,1070
1790329676583,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,66,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,883
1790329679091,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,67,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,1102
1790329685759,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,68,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,1370
1790329685779,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,68,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,2115
1790329695642,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,70,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,1978
1790329695654,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,70,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,981
1790329736411,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,76,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,1749
1790329736427,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,76,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,493
1790329740025,51fc805d-9281-411b-af39-b6f876f81b1d,2,Research perception mgmt and info ops,1,77,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/sources/info-ops-perception.md,732
1790328277571,52f269b0-843f-4c9a-9902-198968ecd5f5,3,National CT unknown-cause guidance,1,5,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/sources/faa-joint-statement-nj-drones.txt,5347
1790328286401,52f269b0-843f-4c9a-9902-198968ecd5f5,3,National CT unknown-cause guidance,1,7,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/sources/faa-joint-statement-nj-drones.txt,5681
1790328503902,52f269b0-843f-4c9a-9902-198968ecd5f5,3,National CT unknown-cause guidance,1,39,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/sources/nl-nctv-risico-en-crisiscommunicatie.txt,3430
1790328503919,52f269b0-843f-4c9a-9902-198968ecd5f5,3,National CT unknown-cause guidance,1,39,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/sources/nl-nctv-nkc-nationaal-kernteam.txt,3073
1790328503938,52f269b0-843f-4c9a-9902-198968ecd5f5,3,National CT unknown-cause guidance,1,39,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/sources/nl-nctv-lcp-egt.txt,3123
1790328503950,52f269b0-843f-4c9a-9902-198968ecd5f5,3,National CT unknown-cause guidance,1,39,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/sources/nl-koepelnotitie-egt-2024-NOTES.txt,12205
1790328524235,52f269b0-843f-4c9a-9902-198968ecd5f5,3,National CT unknown-cause guidance,1,40,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/sources/de-bbk-warnung-und-risikokommunikation.txt,10436
1790328524251,52f269b0-843f-4c9a-9902-198968ecd5f5,3,National CT unknown-cause guidance,1,40,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/sources/us-dhs-ntas.txt,4780
1790328524263,52f269b0-843f-4c9a-9902-198968ecd5f5,3,National CT unknown-cause guidance,1,40,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/sources/us-fema-is-242c-overview.txt,3114
1790328524285,52f269b0-843f-4c9a-9902-198968ecd5f5,3,National CT unknown-cause guidance,1,40,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/sources/us-dhs-see-something-say-something.txt,2933
1790328544945,52f269b0-843f-4c9a-9902-198968ecd5f5,3,National CT unknown-cause guidance,1,41,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/sources/uk-sources-verified-fetchlog.txt,23486
1790328595898,52f269b0-843f-4c9a-9902-198968ecd5f5,3,National CT unknown-cause guidance,1,42,write,/Users/leonvanbokhorst/repos/deep-research/amplification/research/sources/notes-national-ct-guidance.md,49659
1790328602538,52f269b0-843f-4c9a-9902-198968ecd5f5,3,National CT unknown-cause guidance,1,44,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/research/sources/notes-national-ct-guidance.md,760
1790328612370,52f269b0-843f-4c9a-9902-198968ecd5f5,3,National CT unknown-cause guidance,1,48,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/research/sources/uk-sources-verified-fetchlog.txt,662
1790328297450,53ed1b24-a136-4bab-84d3-06ff837a055d,3,AI deepfakes synthetic evidence,1,33,write,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/personas-5-deepfakes-synthetic-evidence.md,27701
1790328337452,53ed1b24-a136-4bab-84d3-06ff837a055d,3,AI deepfakes synthetic evidence,1,36,write,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/personas-5-deepfakes-synthetic-evidence.md,22765
1790328362344,53ed1b24-a136-4bab-84d3-06ff837a055d,3,AI deepfakes synthetic evidence,1,38,write,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/personas-5-deepfakes-synthetic-evidence.md,22246
1790328379540,53ed1b24-a136-4bab-84d3-06ff837a055d,3,AI deepfakes synthetic evidence,1,42,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/personas-5-deepfakes-synthetic-evidence.md,1917
1790328393389,53ed1b24-a136-4bab-84d3-06ff837a055d,3,AI deepfakes synthetic evidence,1,45,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/personas-5-deepfakes-synthetic-evidence.md,1561
1790328401709,53ed1b24-a136-4bab-84d3-06ff837a055d,3,AI deepfakes synthetic evidence,1,47,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/personas-5-deepfakes-synthetic-evidence.md,1806
1790328405647,53ed1b24-a136-4bab-84d3-06ff837a055d,3,AI deepfakes synthetic evidence,1,48,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/personas-5-deepfakes-synthetic-evidence.md,1507
1790328490682,54430afb-5e40-47af-b371-e15deabcbf27,3,Deepfake detection accuracy studies,1,37,write,/Users/leonvanbokhorst/repos/deep-research/amplification/notes/_sub-detection-studies.md,31654
1790328291421,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,18,write,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,35443
1790328330996,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,21,write,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,29086
1790328347250,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,23,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,3633
1790328347277,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,23,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,2640
1790328351698,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,24,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,1634
1790328363269,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,26,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,789
1790328379298,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,29,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,4903
1790328387313,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,30,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,1009
1790328387340,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,30,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,1043
1790328387397,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,30,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,1774
1790328387470,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,30,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,1047
1790328401097,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,32,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,1641
1790328401117,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,32,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,1182
1790328401128,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,32,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,3341
1790328410037,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,34,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,1171
1790328410064,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,34,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,971
1790328410097,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,34,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,934
1790328429004,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,36,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,4630
1790328429073,56542a81-0524-4af5-acd1-92a7cbbf9c8b,1,Risk psychology and sociology,1,36,edit,/Users/leonvanbokhorst/repos/deep-research/amplification/findings/02-risk-psychology.md,6979
